entropy,id,method,t,truth,user_id,y
0.13375689309962974,0,BIM,6441,1,0,0
0.3018758179438709,1,NONE,5436,0,0,0
0.13375689309962974,2,BIM_ENTROPY,4641,1,0,1
0.5801053679489043,3,BIM,3142,1,0,1
0.5067728548897663,4,BIM,3973,1,0,1
0.617476314582611,5,BIM,5843,1,0,0
0.211127392311048,6,BIM_ENTROPY,2299,1,0,1
0.11083768637934698,7,BIM,1185,1,0,1
0.0685786512455118,8,NONE,2361,0,0,0
0.8492186888289841,9,BIM_ENTROPY,5703,1,0,0
0.7632017538953703,10,BIM,5998,1,0,0
0.2009597208084921,11,NONE,4459,0,0,0
0.23736870952226485,12,BIM,1122,1,0,1
0.8492186888289841,13,BIM,4026,1,0,1
0.6980794398272951,14,NONE,3055,0,0,0
0.4418854375230702,15,BIM,5163,1,0,1
0.13977472287782014,16,BIM_ENTROPY,2810,1,0,1
0.4900280757485934,17,BIM_ENTROPY,4030,1,0,1
0.2764174897372513,18,BIM_ENTROPY,4474,1,0,0
0.17553494927349805,19,BIM_ENTROPY,5509,1,0,1
0.8175859330432546,20,BIM_ENTROPY,3146,1,0,1
0.09484233957114574,21,BIM_ENTROPY,1478,1,0,1
0.8828089171262067,22,BIM_ENTROPY,2866,1,0,1
0.8368362769991388,23,BIM_ENTROPY,5990,1,0,0
0.15080368228543306,24,NONE,5646,0,0,1
0.184337982796613,25,NONE,5734,0,0,1
0.8175859330432546,26,NONE,3686,0,0,0
0.3962371785550497,27,BIM_ENTROPY,4310,1,0,1
0.4189438596883704,28,NONE,6673,0,0,1
0.2479949888703705,29,BIM_ENTROPY,4948,1,0,1
0.1170009284012483,30,BIM_ENTROPY,1446,1,0,1
0.13092694712587108,31,BIM_ENTROPY,5751,1,0,0
0.2961376270958938,32,NONE,3718,0,0,0
0.3294929586917372,33,NONE,5342,0,0,1
0.12390241719891275,34,BIM,1553,1,0,1
0.07150926723414727,35,BIM,1171,1,0,1
0.2961376270958938,36,BIM,2322,1,0,1
0.2450755584389437,37,BIM_ENTROPY,1649,1,0,1
0.692889341282536,38,NONE,6085,0,0,0
0.3235534278140065,39,NONE,4044,0,0,1
0.3831612621782754,40,BIM_ENTROPY,4969,1,0,1
0.374201630854241,41,BIM_ENTROPY,3806,1,0,1
0.5341550989362535,42,BIM_ENTROPY,2887,1,0,0
0.5733269202805338,43,NONE,5309,0,0,0
0.13092694712587108,44,NONE,3997,0,0,0
0.19960626838625967,45,BIM,1437,1,0,1
0.2764174897372513,46,BIM,4134,1,0,1
0.3867853827138399,47,BIM,1461,1,0,1
0.15494233845259,48,BIM_ENTROPY,2574,1,0,1
0.19735797138734465,49,NONE,4456,0,0,1
0.8368362769991388,50,BIM,3621,1,0,1
0.3838100244963703,51,NONE,4475,0,0,1
0.3189114215724657,52,BIM,3916,1,0,1
0.5456202950749992,53,NONE,7017,0,0,0
0.720416997572734,54,BIM,4801,1,0,0
0.7761770002572678,55,BIM_ENTROPY,5097,1,0,0
0.26251384212704554,56,BIM_ENTROPY,2301,1,0,1
0.0685786512455118,57,BIM_ENTROPY,1862,1,0,1
0.5067728548897663,58,NONE,4707,0,0,0
0.2587107526761446,59,BIM,1686,1,0,1
0.09484233957114574,60,BIM,1956,1,0,1
0.5456202950749992,61,BIM_ENTROPY,4321,1,0,0
0.48331674142347403,62,BIM,2943,1,0,1
0.3962371785550497,63,BIM,2036,1,0,1
0.530340823928144,64,NONE,5899,0,0,0
0.530340823928144,65,BIM,6489,1,0,0
0.720416997572734,66,NONE,4432,0,0,0
0.4418854375230702,67,BIM_ENTROPY,4826,1,0,1
0.5931141709824275,68,BIM_ENTROPY,5050,1,0,0
0.8828089171262067,69,BIM,5923,1,0,0
0.5733269202805338,70,BIM,6149,1,0,0
0.3018758179438709,71,BIM_ENTROPY,5486,1,0,1
0.2574020424827463,72,NONE,5255,0,0,0
0.35734499614098275,73,BIM_ENTROPY,2992,1,0,0
0.15080368228543306,74,BIM,1308,1,0,1
0.17553494927349805,75,BIM,1924,1,0,1
0.5173320208946208,76,BIM,4731,1,0,1
0.08667688280891712,77,BIM,1522,1,0,1
0.2450755584389437,78,NONE,4605,0,0,0
0.617476314582611,79,NONE,5501,0,0,0
0.5173320208946208,80,NONE,6417,0,0,0
0.19960626838625967,81,NONE,3527,0,0,0
0.5307323184304427,82,BIM_ENTROPY,4918,1,0,0
0.19960626838625967,83,BIM_ENTROPY,1355,1,0,1
0.09484233957114574,84,NONE,5455,0,0,0
0.259538483909576,85,BIM_ENTROPY,3685,1,0,1
0.2981510273934296,86,BIM_ENTROPY,1467,1,0,1
0.184337982796613,87,BIM,1742,1,0,1
0.2510933882171341,88,BIM,1705,1,0,1
0.3838100244963703,89,BIM,1393,1,0,1
0.3139897764007114,90,BIM_ENTROPY,5877,1,0,0
0.9154707441751212,91,BIM_ENTROPY,5606,1,0,1
0.3139897764007114,92,NONE,4065,0,0,0
0.1170009284012483,93,NONE,5172,0,0,0
0.6578673616626213,94,BIM,6313,1,0,0
0.5350723146273532,95,BIM_ENTROPY,1557,1,0,1
0.09051352893144372,96,NONE,3696,0,0,0
0.13092694712587108,97,BIM,1290,1,0,1
0.16092661155915486,98,BIM,1560,1,0,1
0.3756893099629758,99,BIM,7500,1,0,0
0.19735797138734465,100,BIM,2510,1,0,1
0.692889341282536,101,BIM_ENTROPY,4482,1,0,0
0.374201630854241,102,NONE,5802,0,0,0
0.2009597208084921,103,BIM,3386,1,0,1
0.5733269202805338,104,BIM_ENTROPY,5490,1,0,0
0.15494233845259,105,NONE,3063,0,0,1
0.13977472287782014,106,BIM,2525,1,0,1
0.23736870952226485,107,NONE,6418,0,0,0
0.3661704007785148,108,NONE,6217,0,0,0
0.5350723146273532,109,NONE,4715,0,0,0
0.12330958266686055,110,BIM_ENTROPY,1265,1,0,1
0.2981510273934296,111,BIM,1656,1,0,1
0.3831612621782754,112,BIM,1639,1,0,1
0.6578673616626213,113,NONE,4769,0,0,0
0.211127392311048,114,NONE,4575,0,0,0
0.15494233845259,115,BIM,1037,1,0,1
0.35734499614098275,116,NONE,4536,0,0,0
0.5307323184304427,117,NONE,5607,0,0,0
0.7761770002572678,118,NONE,10290,0,0,0
0.6980794398272951,119,BIM_ENTROPY,5341,1,0,0
0.09841053232066756,120,NONE,4569,0,0,0
0.07150926723414727,121,NONE,3941,0,0,0
0.3962371785550497,122,NONE,6448,0,0,0
0.11083768637934698,123,BIM_ENTROPY,1594,1,0,1
0.3235534278140065,124,BIM,1311,1,0,1
0.1803894811020011,125,BIM_ENTROPY,5660,1,0,0
0.08667688280891712,126,NONE,2386,0,0,0
0.3189114215724657,127,BIM_ENTROPY,6076,1,0,0
0.32777038288162325,128,BIM,2766,1,0,1
0.6578673616626213,129,BIM_ENTROPY,5871,1,0,0
0.9154707441751212,130,NONE,4941,0,0,1
0.4900280757485934,131,NONE,4319,0,0,0
0.7624523215623986,132,BIM_ENTROPY,9632,1,0,0
0.17553494927349805,133,NONE,5212,0,0,0
0.3756893099629758,134,BIM_ENTROPY,5692,1,0,0
0.3235534278140065,135,BIM_ENTROPY,5648,1,0,0
0.3661704007785148,136,BIM,2280,1,0,1
0.3661704007785148,137,BIM_ENTROPY,5613,1,0,0
0.3189114215724657,138,NONE,4747,0,0,0
0.4189438596883704,139,BIM,3081,1,0,1
0.15080368228543306,140,BIM_ENTROPY,4160,1,0,1
0.12825359895303184,141,NONE,4610,0,0,0
0.720416997572734,142,BIM_ENTROPY,6553,1,0,0
0.3831612621782754,143,NONE,4510,0,0,0
0.5307323184304427,144,BIM,2425,1,0,1
0.14213487544882047,145,BIM,3147,1,0,1
0.48331674142347403,146,BIM_ENTROPY,2389,1,0,1
0.530340823928144,147,BIM_ENTROPY,5740,1,0,1
0.3294929586917372,148,BIM,1699,1,0,1
0.09841053232066756,149,BIM_ENTROPY,1586,1,0,1
0.32777038288162325,150,NONE,4393,0,0,0
0.5341550989362535,151,NONE,6359,0,0,0
0.7624523215623986,152,BIM,6335,1,0,0
0.1803894811020011,153,BIM,4992,1,0,1
0.11083768637934698,154,NONE,5977,0,0,1
0.35734499614098275,155,BIM,3218,1,0,1
0.5341550989362535,156,BIM,4318,1,0,1
0.6980794398272951,157,BIM,5739,1,0,1
0.5350723146273532,158,BIM,1314,1,0,1
0.5931141709824275,159,NONE,3686,0,0,0
0.26251384212704554,160,BIM,962,1,0,1
0.3139897764007114,161,BIM,1364,1,0,1
0.3838100244963703,162,BIM_ENTROPY,3720,1,0,1
0.3294929586917372,163,BIM_ENTROPY,5828,1,0,0
0.2009597208084921,164,BIM_ENTROPY,2681,1,0,1
0.16092661155915486,165,NONE,4795,0,0,0
0.20658605608438385,166,BIM,1364,1,0,1
0.12390241719891275,167,NONE,6147,0,0,0
0.1170009284012483,168,BIM,1739,1,0,1
0.2574020424827463,169,BIM_ENTROPY,2162,1,0,1
0.5801053679489043,170,NONE,4395,0,0,0
0.374201630854241,171,BIM,2379,1,0,1
0.4189438596883704,172,BIM_ENTROPY,5067,1,0,1
0.4900280757485934,173,BIM,6688,1,0,0
0.8828089171262067,174,NONE,3311,0,0,0
0.48331674142347403,175,NONE,6105,0,0,0
0.4086867037281462,176,BIM_ENTROPY,2680,1,0,1
0.5801053679489043,177,BIM_ENTROPY,5367,1,0,1
0.2479949888703705,178,BIM,1660,1,0,1
0.2961376270958938,179,BIM_ENTROPY,5337,1,0,0
0.7761770002572678,180,BIM,6407,1,0,0
0.09841053232066756,181,BIM,1127,1,0,1
0.2450755584389437,182,BIM,1369,1,0,1
0.8175859330432546,183,BIM,6487,1,0,0
0.14213487544882047,184,NONE,5100,0,0,0
0.20658605608438385,185,BIM_ENTROPY,2099,1,0,1
0.19735797138734465,186,BIM_ENTROPY,1705,1,0,1
0.4086867037281462,187,BIM,4768,1,0,1
0.7632017538953703,188,NONE,4873,0,0,1
0.4418854375230702,189,NONE,3055,0,0,0
0.09051352893144372,190,BIM,1777,1,0,1
0.13977472287782014,191,NONE,5517,0,0,0
0.12330958266686055,192,BIM,4452,1,0,1
0.5456202950749992,193,BIM,2236,1,0,1
0.2510933882171341,194,NONE,5644,0,0,0
0.7834364268856053,195,NONE,5015,0,0,0
0.12330958266686055,196,NONE,4795,0,0,0
0.12390241719891275,197,BIM_ENTROPY,884,1,0,1
0.09051352893144372,198,BIM_ENTROPY,1204,1,0,1
0.2587107526761446,199,NONE,4587,0,0,0
0.8368362769991388,200,NONE,4720,0,0,0
0.3867853827138399,201,BIM_ENTROPY,4039,1,0,1
0.08667688280891712,202,BIM_ENTROPY,1882,1,0,1
0.0685786512455118,203,BIM,1287,1,0,1
0.3018758179438709,204,BIM,1856,1,0,1
0.184337982796613,205,BIM_ENTROPY,3454,1,0,1
0.5931141709824275,206,BIM,5576,1,0,1
0.2981510273934296,207,NONE,4554,0,0,0
0.12825359895303184,208,BIM,4019,1,0,1
0.3756893099629758,209,NONE,6178,0,0,0
0.7834364268856053,210,BIM_ENTROPY,7605,1,0,0
0.2574020424827463,211,BIM,1524,1,0,1
0.259538483909576,212,BIM,1259,1,0,1
0.20658605608438385,213,NONE,6177,0,0,1
0.16092661155915486,214,BIM_ENTROPY,4341,1,0,1
0.23736870952226485,215,BIM_ENTROPY,5589,1,0,0
0.7632017538953703,216,BIM_ENTROPY,5910,1,0,0
0.14213487544882047,217,BIM_ENTROPY,1386,1,0,1
0.2510933882171341,218,BIM_ENTROPY,4451,1,0,1
0.1803894811020011,219,NONE,5200,0,0,0
0.211127392311048,220,BIM,1459,1,0,1
0.7624523215623986,221,NONE,6129,0,0,0
0.617476314582611,222,BIM_ENTROPY,5620,1,0,0
0.2764174897372513,223,NONE,5034,0,0,0
0.5173320208946208,224,BIM_ENTROPY,3954,1,0,0
0.3867853827138399,225,NONE,4644,0,0,0
0.13375689309962974,226,NONE,3332,0,0,0
0.4086867037281462,227,NONE,4435,0,0,1
0.07150926723414727,228,BIM_ENTROPY,1639,1,0,1
0.2587107526761446,229,BIM_ENTROPY,1802,1,0,1
0.259538483909576,230,NONE,5625,0,0,0
0.2479949888703705,231,NONE,3949,0,0,0
0.7834364268856053,232,BIM,4452,1,0,1
0.9154707441751212,233,BIM,5921,1,0,0
0.32777038288162325,234,BIM_ENTROPY,6153,1,0,0
0.12825359895303184,235,BIM_ENTROPY,5690,1,0,0
0.8492186888289841,236,NONE,5942,0,0,1
0.26251384212704554,237,NONE,3437,0,0,0
0.5067728548897663,238,BIM_ENTROPY,4171,1,0,1
0.692889341282536,239,BIM,3579,1,0,0
0.13375689309962974,0,BIM,4742,1,1,0
0.3018758179438709,1,NONE,2836,0,1,0
0.13375689309962974,2,BIM_ENTROPY,2174,1,1,0
0.5801053679489043,3,BIM,3022,1,1,1
0.5067728548897663,4,BIM,4642,1,1,1
0.617476314582611,5,BIM,1304,1,1,0
0.211127392311048,6,BIM_ENTROPY,3465,1,1,0
0.11083768637934698,7,BIM,1106,1,1,1
0.0685786512455118,8,NONE,3169,0,1,0
0.8492186888289841,9,BIM_ENTROPY,1566,1,1,0
0.7632017538953703,10,BIM,4482,1,1,1
0.2009597208084921,11,NONE,2962,0,1,0
0.23736870952226485,12,BIM,2668,1,1,1
0.8492186888289841,13,BIM,3323,1,1,0
0.6980794398272951,14,NONE,4376,0,1,0
0.4418854375230702,15,BIM,4884,1,1,1
0.13977472287782014,16,BIM_ENTROPY,2306,1,1,1
0.4900280757485934,17,BIM_ENTROPY,3347,1,1,0
0.2764174897372513,18,BIM_ENTROPY,3718,1,1,0
0.17553494927349805,19,BIM_ENTROPY,3169,1,1,0
0.8175859330432546,20,BIM_ENTROPY,3746,1,1,0
0.09484233957114574,21,BIM_ENTROPY,5137,1,1,1
0.8828089171262067,22,BIM_ENTROPY,1950,1,1,0
0.8368362769991388,23,BIM_ENTROPY,3438,1,1,0
0.15080368228543306,24,NONE,4504,0,1,0
0.184337982796613,25,NONE,4079,0,1,0
0.8175859330432546,26,NONE,3378,0,1,0
0.3962371785550497,27,BIM_ENTROPY,2136,1,1,0
0.4189438596883704,28,NONE,3522,0,1,0
0.2479949888703705,29,BIM_ENTROPY,2421,1,1,0
0.1170009284012483,30,BIM_ENTROPY,1087,1,1,1
0.13092694712587108,31,BIM_ENTROPY,3559,1,1,0
0.2961376270958938,32,NONE,4158,0,1,0
0.3294929586917372,33,NONE,1597,0,1,0
0.12390241719891275,34,BIM,1447,1,1,0
0.07150926723414727,35,BIM,1763,1,1,1
0.2961376270958938,36,BIM,2113,1,1,1
0.2450755584389437,37,BIM_ENTROPY,1448,1,1,1
0.692889341282536,38,NONE,2990,0,1,0
0.3235534278140065,39,NONE,5227,0,1,0
0.3831612621782754,40,BIM_ENTROPY,1876,1,1,0
0.374201630854241,41,BIM_ENTROPY,4512,1,1,1
0.5341550989362535,42,BIM_ENTROPY,3904,1,1,0
0.5733269202805338,43,NONE,2544,0,1,0
0.13092694712587108,44,NONE,3271,0,1,0
0.19960626838625967,45,BIM,3020,1,1,1
0.2764174897372513,46,BIM,1919,1,1,0
0.3867853827138399,47,BIM,2062,1,1,1
0.15494233845259,48,BIM_ENTROPY,1369,1,1,1
0.19735797138734465,49,NONE,4671,0,1,0
0.8368362769991388,50,BIM,3104,1,1,1
0.3838100244963703,51,NONE,3809,0,1,0
0.3189114215724657,52,BIM,1831,1,1,1
0.5456202950749992,53,NONE,1566,0,1,0
0.720416997572734,54,BIM,3902,1,1,0
0.7761770002572678,55,BIM_ENTROPY,2151,1,1,0
0.26251384212704554,56,BIM_ENTROPY,2291,1,1,1
0.0685786512455118,57,BIM_ENTROPY,1150,1,1,1
0.5067728548897663,58,NONE,3111,0,1,0
0.2587107526761446,59,BIM,1392,1,1,1
0.09484233957114574,60,BIM,1166,1,1,1
0.5456202950749992,61,BIM_ENTROPY,5618,1,1,0
0.48331674142347403,62,BIM,5492,1,1,0
0.3962371785550497,63,BIM,5694,1,1,0
0.530340823928144,64,NONE,2591,0,1,0
0.530340823928144,65,BIM,3558,1,1,0
0.720416997572734,66,NONE,3335,0,1,0
0.4418854375230702,67,BIM_ENTROPY,4119,1,1,0
0.5931141709824275,68,BIM_ENTROPY,3111,1,1,0
0.8828089171262067,69,BIM,2586,1,1,0
0.5733269202805338,70,BIM,2032,1,1,0
0.3018758179438709,71,BIM_ENTROPY,3007,1,1,0
0.2574020424827463,72,NONE,3234,0,1,0
0.35734499614098275,73,BIM_ENTROPY,2527,1,1,0
0.15080368228543306,74,BIM,1725,1,1,1
0.17553494927349805,75,BIM,1773,1,1,1
0.5173320208946208,76,BIM,3321,1,1,0
0.08667688280891712,77,BIM,656,1,1,1
0.2450755584389437,78,NONE,1669,0,1,0
0.617476314582611,79,NONE,3281,0,1,0
0.5173320208946208,80,NONE,3986,0,1,0
0.19960626838625967,81,NONE,2543,0,1,0
0.5307323184304427,82,BIM_ENTROPY,4298,1,1,0
0.19960626838625967,83,BIM_ENTROPY,1286,1,1,1
0.09484233957114574,84,NONE,2075,0,1,0
0.259538483909576,85,BIM_ENTROPY,2622,1,1,1
0.2981510273934296,86,BIM_ENTROPY,2097,1,1,0
0.184337982796613,87,BIM,1950,1,1,1
0.2510933882171341,88,BIM,3773,1,1,1
0.3838100244963703,89,BIM,2564,1,1,1
0.3139897764007114,90,BIM_ENTROPY,5483,1,1,1
0.9154707441751212,91,BIM_ENTROPY,4653,1,1,0
0.3139897764007114,92,NONE,3989,0,1,0
0.1170009284012483,93,NONE,3463,0,1,0
0.6578673616626213,94,BIM,4396,1,1,0
0.5350723146273532,95,BIM_ENTROPY,2867,1,1,1
0.09051352893144372,96,NONE,5654,0,1,0
0.13092694712587108,97,BIM,1168,1,1,1
0.16092661155915486,98,BIM,1585,1,1,1
0.3756893099629758,99,BIM,1966,1,1,1
0.19735797138734465,100,BIM,1357,1,1,1
0.692889341282536,101,BIM_ENTROPY,2734,1,1,1
0.374201630854241,102,NONE,3611,0,1,0
0.2009597208084921,103,BIM,1819,1,1,0
0.5733269202805338,104,BIM_ENTROPY,6366,1,1,0
0.15494233845259,105,NONE,3840,0,1,0
0.13977472287782014,106,BIM,3718,1,1,1
0.23736870952226485,107,NONE,2809,0,1,0
0.3661704007785148,108,NONE,1990,0,1,1
0.5350723146273532,109,NONE,3281,0,1,0
0.12330958266686055,110,BIM_ENTROPY,1461,1,1,1
0.2981510273934296,111,BIM,1418,1,1,1
0.3831612621782754,112,BIM,2252,1,1,0
0.6578673616626213,113,NONE,2618,0,1,0
0.211127392311048,114,NONE,2226,0,1,0
0.15494233845259,115,BIM,1821,1,1,1
0.35734499614098275,116,NONE,2535,0,1,0
0.5307323184304427,117,NONE,3499,0,1,0
0.7761770002572678,118,NONE,2395,0,1,0
0.6980794398272951,119,BIM_ENTROPY,2178,1,1,0
0.09841053232066756,120,NONE,5325,0,1,0
0.07150926723414727,121,NONE,2720,0,1,1
0.3962371785550497,122,NONE,5180,0,1,0
0.11083768637934698,123,BIM_ENTROPY,1676,1,1,1
0.3235534278140065,124,BIM,3602,1,1,1
0.1803894811020011,125,BIM_ENTROPY,2335,1,1,0
0.08667688280891712,126,NONE,2653,0,1,0
0.3189114215724657,127,BIM_ENTROPY,2242,1,1,0
0.32777038288162325,128,BIM,3376,1,1,0
0.6578673616626213,129,BIM_ENTROPY,1930,1,1,0
0.9154707441751212,130,NONE,2635,0,1,1
0.4900280757485934,131,NONE,2933,0,1,0
0.7624523215623986,132,BIM_ENTROPY,3076,1,1,0
0.17553494927349805,133,NONE,2509,0,1,0
0.3756893099629758,134,BIM_ENTROPY,5683,1,1,0
0.3235534278140065,135,BIM_ENTROPY,4428,1,1,0
0.3661704007785148,136,BIM,2720,1,1,0
0.3661704007785148,137,BIM_ENTROPY,2164,1,1,0
0.3189114215724657,138,NONE,2448,0,1,1
0.4189438596883704,139,BIM,4067,1,1,1
0.15080368228543306,140,BIM_ENTROPY,1432,1,1,1
0.12825359895303184,141,NONE,3475,0,1,0
0.720416997572734,142,BIM_ENTROPY,3138,1,1,0
0.3831612621782754,143,NONE,1615,0,1,0
0.5307323184304427,144,BIM,2683,1,1,0
0.14213487544882047,145,BIM,1473,1,1,1
0.48331674142347403,146,BIM_ENTROPY,5425,1,1,0
0.530340823928144,147,BIM_ENTROPY,2743,1,1,0
0.3294929586917372,148,BIM,1285,1,1,1
0.09841053232066756,149,BIM_ENTROPY,1722,1,1,1
0.32777038288162325,150,NONE,5558,0,1,0
0.5341550989362535,151,NONE,3404,0,1,0
0.7624523215623986,152,BIM,4066,1,1,0
0.1803894811020011,153,BIM,4466,1,1,0
0.11083768637934698,154,NONE,3881,0,1,0
0.35734499614098275,155,BIM,3928,1,1,1
0.5341550989362535,156,BIM,2149,1,1,1
0.6980794398272951,157,BIM,3349,1,1,0
0.5350723146273532,158,BIM,1051,1,1,1
0.5931141709824275,159,NONE,2960,0,1,0
0.26251384212704554,160,BIM,1227,1,1,1
0.3139897764007114,161,BIM,1435,1,1,1
0.3838100244963703,162,BIM_ENTROPY,3234,1,1,1
0.3294929586917372,163,BIM_ENTROPY,3469,1,1,0
0.2009597208084921,164,BIM_ENTROPY,5088,1,1,1
0.16092661155915486,165,NONE,5210,0,1,0
0.20658605608438385,166,BIM,2833,1,1,1
0.12390241719891275,167,NONE,1894,0,1,0
0.1170009284012483,168,BIM,3803,1,1,1
0.2574020424827463,169,BIM_ENTROPY,5857,1,1,0
0.5801053679489043,170,NONE,4888,0,1,0
0.374201630854241,171,BIM,3109,1,1,0
0.4189438596883704,172,BIM_ENTROPY,4027,1,1,1
0.4900280757485934,173,BIM,4216,1,1,0
0.8828089171262067,174,NONE,3177,0,1,0
0.48331674142347403,175,NONE,2451,0,1,0
0.4086867037281462,176,BIM_ENTROPY,3928,1,1,0
0.5801053679489043,177,BIM_ENTROPY,2594,1,1,0
0.2479949888703705,178,BIM,2898,1,1,1
0.2961376270958938,179,BIM_ENTROPY,5585,1,1,0
0.7761770002572678,180,BIM,3658,1,1,0
0.09841053232066756,181,BIM,1400,1,1,1
0.2450755584389437,182,BIM,2092,1,1,1
0.8175859330432546,183,BIM,4503,1,1,0
0.14213487544882047,184,NONE,2942,0,1,0
0.20658605608438385,185,BIM_ENTROPY,4918,1,1,1
0.19735797138734465,186,BIM_ENTROPY,2412,1,1,0
0.4086867037281462,187,BIM,2744,1,1,0
0.7632017538953703,188,NONE,3266,0,1,0
0.4418854375230702,189,NONE,1807,0,1,1
0.09051352893144372,190,BIM,3019,1,1,1
0.13977472287782014,191,NONE,2064,0,1,0
0.12330958266686055,192,BIM,3352,1,1,1
0.5456202950749992,193,BIM,3403,1,1,0
0.2510933882171341,194,NONE,5471,0,1,0
0.7834364268856053,195,NONE,3080,0,1,0
0.12330958266686055,196,NONE,2148,0,1,0
0.12390241719891275,197,BIM_ENTROPY,1127,1,1,1
0.09051352893144372,198,BIM_ENTROPY,2181,1,1,1
0.2587107526761446,199,NONE,3727,0,1,0
0.8368362769991388,200,NONE,2106,0,1,0
0.3867853827138399,201,BIM_ENTROPY,4304,1,1,1
0.08667688280891712,202,BIM_ENTROPY,3388,1,1,0
0.0685786512455118,203,BIM,905,1,1,1
0.3018758179438709,204,BIM,1291,1,1,1
0.184337982796613,205,BIM_ENTROPY,2461,1,1,1
0.5931141709824275,206,BIM,3021,1,1,0
0.2981510273934296,207,NONE,2446,0,1,0
0.12825359895303184,208,BIM,1799,1,1,1
0.3756893099629758,209,NONE,1992,0,1,0
0.7834364268856053,210,BIM_ENTROPY,2783,1,1,0
0.2574020424827463,211,BIM,2864,1,1,1
0.259538483909576,212,BIM,2914,1,1,1
0.20658605608438385,213,NONE,3318,0,1,0
0.16092661155915486,214,BIM_ENTROPY,4878,1,1,1
0.23736870952226485,215,BIM_ENTROPY,1527,1,1,1
0.7632017538953703,216,BIM_ENTROPY,3020,1,1,0
0.14213487544882047,217,BIM_ENTROPY,3801,1,1,1
0.2510933882171341,218,BIM_ENTROPY,4814,1,1,1
0.1803894811020011,219,NONE,1804,0,1,0
0.211127392311048,220,BIM,1864,1,1,1
0.7624523215623986,221,NONE,2942,0,1,0
0.617476314582611,222,BIM_ENTROPY,2756,1,1,0
0.2764174897372513,223,NONE,2768,0,1,0
0.5173320208946208,224,BIM_ENTROPY,2780,1,1,0
0.3867853827138399,225,NONE,2128,0,1,0
0.13375689309962974,226,NONE,1923,0,1,0
0.4086867037281462,227,NONE,2925,0,1,0
0.07150926723414727,228,BIM_ENTROPY,4435,1,1,1
0.2587107526761446,229,BIM_ENTROPY,1299,1,1,1
0.259538483909576,230,NONE,3944,0,1,0
0.2479949888703705,231,NONE,4113,0,1,0
0.7834364268856053,232,BIM,2708,1,1,0
0.9154707441751212,233,BIM,6063,1,1,0
0.32777038288162325,234,BIM_ENTROPY,5612,1,1,0
0.12825359895303184,235,BIM_ENTROPY,3350,1,1,0
0.8492186888289841,236,NONE,1756,0,1,0
0.26251384212704554,237,NONE,1463,0,1,0
0.5067728548897663,238,BIM_ENTROPY,2548,1,1,0
0.692889341282536,239,BIM,2268,1,1,0
0.13375689309962974,0,BIM,5974,1,2,1
0.3018758179438709,1,NONE,5211,0,2,0
0.13375689309962974,2,BIM_ENTROPY,5523,1,2,0
0.5801053679489043,3,BIM,3682,1,2,1
0.5067728548897663,4,BIM,3019,1,2,0
0.617476314582611,5,BIM,2297,1,2,0
0.211127392311048,6,BIM_ENTROPY,7267,1,2,1
0.11083768637934698,7,BIM,1482,1,2,1
0.0685786512455118,8,NONE,5321,0,2,1
0.8492186888289841,9,BIM_ENTROPY,3400,1,2,0
0.7632017538953703,10,BIM,3022,1,2,0
0.2009597208084921,11,NONE,3056,0,2,0
0.23736870952226485,12,BIM,1212,1,2,1
0.8492186888289841,13,BIM,3234,1,2,0
0.6980794398272951,14,NONE,2650,0,2,0
0.4418854375230702,15,BIM,5036,1,2,0
0.13977472287782014,16,BIM_ENTROPY,3195,1,2,1
0.4900280757485934,17,BIM_ENTROPY,4601,1,2,0
0.2764174897372513,18,BIM_ENTROPY,2394,1,2,0
0.17553494927349805,19,BIM_ENTROPY,5557,1,2,0
0.8175859330432546,20,BIM_ENTROPY,3838,1,2,0
0.09484233957114574,21,BIM_ENTROPY,2476,1,2,1
0.8828089171262067,22,BIM_ENTROPY,4594,1,2,0
0.8368362769991388,23,BIM_ENTROPY,4238,1,2,0
0.15080368228543306,24,NONE,4899,0,2,0
0.184337982796613,25,NONE,5425,0,2,0
0.8175859330432546,26,NONE,4268,0,2,0
0.3962371785550497,27,BIM_ENTROPY,5893,1,2,0
0.4189438596883704,28,NONE,4997,0,2,0
0.2479949888703705,29,BIM_ENTROPY,5793,1,2,0
0.1170009284012483,30,BIM_ENTROPY,1877,1,2,1
0.13092694712587108,31,BIM_ENTROPY,3378,1,2,0
0.2961376270958938,32,NONE,5599,0,2,0
0.3294929586917372,33,NONE,4994,0,2,0
0.12390241719891275,34,BIM,1105,1,2,1
0.07150926723414727,35,BIM,1426,1,2,1
0.2961376270958938,36,BIM,4459,1,2,1
0.2450755584389437,37,BIM_ENTROPY,3848,1,2,1
0.692889341282536,38,NONE,3042,0,2,0
0.3235534278140065,39,NONE,5555,0,2,0
0.3831612621782754,40,BIM_ENTROPY,3443,1,2,0
0.374201630854241,41,BIM_ENTROPY,3903,1,2,0
0.5341550989362535,42,BIM_ENTROPY,4270,1,2,0
0.5733269202805338,43,NONE,2994,0,2,0
0.13092694712587108,44,NONE,4704,0,2,0
0.19960626838625967,45,BIM,3331,1,2,1
0.2764174897372513,46,BIM,2696,1,2,0
0.3867853827138399,47,BIM,5155,1,2,1
0.15494233845259,48,BIM_ENTROPY,3148,1,2,1
0.19735797138734465,49,NONE,5292,0,2,0
0.8368362769991388,50,BIM,4579,1,2,0
0.3838100244963703,51,NONE,5429,0,2,0
